year,seriousviolent,injury,treatment,vicservices,locationr
2011,No,Not injured,Not injured,No services recieved,Commercial
2011,No,Not injured,Not injured,No services recieved,Commercial
2011,Yes,Not injured,Not injured,No services recieved,Home
2011,No,Not injured,Not injured,No services recieved,Commercial
2011,No,Not injured,Not injured,No services recieved,Commercial
2011,No,Injured,Treated,No services recieved,Home
2011,Yes,Injured,Not treated,No services recieved,Home
2011,No,Not injured,Not injured,No services recieved,Home
2011,Unknown,Not injured,Not injured,No services recieved,Commercial
2011,Yes,Not injured,Not injured,No services recieved,Home
2011,No,Injured,Not treated,No services recieved,Home
2011,No,Not injured,Not injured,No services recieved,Home
2011,No,Injured,Not treated,No services recieved,School
2011,No,Not injured,Not injured,No services recieved,Home
2011,No,Not injured,Not injured,No services recieved,Commercial
2011,Yes,Not injured,Not injured,No services recieved,Commercial
2011,Yes,Not injured,Not injured,Services recieved,Home
2011,No,Not injured,Not injured,No services recieved,Home
2011,No,Not injured,Not injured,No services recieved,Home
2011,No,Not injured,Not injured,No services recieved,School
2011,No,Not injured,Not injured,No services recieved,Friendly location
2011,No,Not injured,Not injured,No services recieved,Home
2011,No,Injured,Not treated,Services recieved,School
2011,Yes,Not injured,Not injured,No services recieved,Friendly location
2011,Unknown,Not injured,Not injured,No services recieved,Commercial
2011,Yes,Not injured,Not injured,No services recieved,Home
2011,No,Not injured,Not injured,No services recieved,Home
2011,No,Not injured,Not injured,No services recieved,Commercial
2011,Yes,Injured,Not treated,Services recieved,Home
2011,No,Not injured,Not injured,No services recieved,Home
2011,Yes,Injured,Treated,No services recieved,Home
2011,Yes,Not injured,Not injured,No services recieved,Commercial
2011,Yes,Not injured,Not injured,No services recieved,Home
2011,No,Not injured,Not injured,No services recieved,School
2011,No,Injured,Treated,Services recieved,Commercial
2011,No,Not injured,Not injured,No services recieved,School
2011,No,Not injured,Not injured,Services recieved,Commercial
2011,Yes,Not injured,Not injured,No services recieved,Friendly location
2011,Yes,Injured,Not treated,No services recieved,Commercial
2011,No,Not injured,Not injured,No services recieved,Home
2011,No,Injured,Not treated,No services recieved,School
2011,Yes,Not injured,Not injured,No services recieved,Home
2011,No,Not injured,Not injured,No services recieved,Home
2011,Yes,Injured,Not treated,Services recieved,Home
2011,No,Injured,Treated,No services recieved,Home
2011,No,Not injured,Not injured,No services recieved,School
2011,No,Injured,Not treated,No services recieved,Friendly location
2011,Yes,Injured,Not treated,Services recieved,Home
2011,Yes,Not injured,Not injured,Services recieved,Other
2011,Yes,Injured,Treated,No services recieved,Commercial
2011,No,Not injured,Not injured,No services recieved,Friendly location
2011,No,Not injured,Not injured,No services recieved,Friendly location
2011,Yes,Not injured,Not injured,No services recieved,Home
2011,Yes,Injured,Not treated,No services recieved,Friendly location
2011,Yes,Not injured,Not injured,No services recieved,Home
2011,Yes,Injured,Treated,No services recieved,Friendly location
2011,Yes,Not injured,Not injured,No services recieved,Commercial
2011,No,Not injured,Not injured,No services recieved,Commercial
2011,Yes,Not injured,Not injured,No services recieved,Home
2011,Yes,Not injured,Not injured,,Commercial
2011,Yes,Not injured,Not injured,No services recieved,Commercial
2011,Yes,Injured,Treated,No services recieved,Commercial
2011,No,Not injured,Not injured,No services recieved,Commercial
2011,Yes,Not injured,Not injured,No services recieved,Home
2011,Yes,Injured,Not treated,No services recieved,Commercial
2011,No,Not injured,Not injured,No services recieved,Home
2011,Yes,Not injured,Not injured,No services recieved,Friendly location
2011,Yes,Not injured,Not injured,No services recieved,Commercial
2011,Yes,Not injured,Not injured,No services recieved,Commercial
2011,Yes,Not injured,Not injured,No services recieved,Home
2011,No,Not injured,Not injured,No services recieved,School
2011,No,Not injured,Not injured,No services recieved,School
2011,No,Not injured,Not injured,No services recieved,Commercial
2011,No,Not injured,Not injured,No services recieved,Home
2011,No,Not injured,Not injured,No services recieved,Home
2011,No,Not injured,Not injured,No services recieved,Home
2011,No,Not injured,Not injured,No services recieved,Home
2011,No,Not injured,Not injured,No services recieved,Home
2011,No,Not injured,Not injured,No services recieved,Commercial
2011,No,Injured,Not treated,No services recieved,Commercial
2011,Yes,Not injured,Not injured,No services recieved,Home
2011,Yes,Not injured,Not injured,No services recieved,Commercial
2011,No,Injured,Not treated,No services recieved,Commercial
2011,Yes,Not injured,Not injured,No services recieved,Commercial
2011,Yes,Injured,Treated,Services recieved,Friendly location
2011,No,Not injured,Not injured,No services recieved,Home
2011,No,Not injured,Not injured,No services recieved,Home
2011,No,Not injured,Not injured,No services recieved,Commercial
2011,Yes,Injured,Treated,No services recieved,Commercial
2011,No,Injured,Not treated,No services recieved,Commercial
2011,No,Injured,Not treated,No services recieved,Commercial
2011,Yes,Injured,Treated,Services recieved,Home
2011,No,Not injured,Not injured,No services recieved,Commercial
2011,No,Not injured,Not injured,No services recieved,Commercial
2011,No,Injured,Not treated,No services recieved,Home
2011,No,Not injured,Not injured,No services recieved,Home
2011,No,Not injured,Not injured,No services recieved,Home
2011,No,Not injured,Not injured,No services recieved,Home
2011,Yes,Injured,Not treated,No services recieved,Commercial
2011,Yes,Not injured,Not injured,No services recieved,Home
2011,Yes,Injured,Not treated,No services recieved,Home
2011,Yes,Not injured,Not injured,No services recieved,Friendly location
2011,Yes,Not injured,Not injured,No services recieved,Home
2011,Yes,Not injured,Not injured,No services recieved,School
2011,No,Not injured,Not injured,No services recieved,Home
2011,No,Not injured,Not injured,No services recieved,Other
2011,No,Injured,Not treated,No services recieved,Home
2011,Yes,Injured,Treated,No services recieved,Commercial
2011,No,Not injured,Not injured,No services recieved,Home
2011,Yes,Not injured,Not injured,No services recieved,Commercial
2011,No,Not injured,Not injured,No services recieved,Friendly location
2011,No,Injured,Not treated,No services recieved,Friendly location
2011,No,Not injured,Not injured,No services recieved,Commercial
2011,Yes,Not injured,Not injured,No services recieved,Home
2011,Yes,Not injured,Not injured,No services recieved,Home
2011,No,Not injured,Not injured,No services recieved,Commercial
2011,No,Not injured,Not injured,No services recieved,Home
2011,No,Not injured,Not injured,No services recieved,School
2011,No,Not injured,Not injured,No services recieved,Commercial
2011,No,Not injured,Not injured,No services recieved,Home
2011,No,Not injured,Not injured,No services recieved,Commercial
2011,Yes,Not injured,Not injured,No services recieved,Home
2011,Yes,Not injured,Not injured,No services recieved,Home
2011,Yes,Not injured,Not injured,No services recieved,Commercial
2011,No,Not injured,Not injured,No services recieved,Commercial
2011,Yes,Injured,Treated,No services recieved,School
2011,Yes,Injured,Treated,No services recieved,School
2011,Yes,Not injured,Not injured,Services recieved,Commercial
2011,No,Not injured,Not injured,No services recieved,Commercial
2011,Yes,Injured,Treated,No services recieved,Other
2011,No,Not injured,Not injured,No services recieved,Commercial
2011,No,Not injured,Not injured,No services recieved,Home
2011,No,Not injured,Not injured,No services recieved,Commercial
2011,No,Not injured,Not injured,No services recieved,Commercial
2011,No,Injured,Not treated,No services recieved,Friendly location
2011,Yes,Not injured,Not injured,No services recieved,Commercial
2011,No,Not injured,Not injured,No services recieved,School
2011,No,Injured,Treated,Services recieved,Home
2011,Yes,Not injured,Not injured,No services recieved,Commercial
2011,Yes,Injured,Treated,No services recieved,Friendly location
2011,Unknown,Not injured,Not injured,No services recieved,Commercial
2011,Unknown,Not injured,Not injured,No services recieved,Home
2011,No,Not injured,Not injured,No services recieved,Commercial
2011,No,Not injured,Not injured,No services recieved,Home
2011,Yes,Injured,Treated,No services recieved,Friendly location
2011,No,Not injured,Not injured,No services recieved,Home
2011,Yes,Not injured,Not injured,No services recieved,Friendly location
2011,Yes,Not injured,Not injured,No services recieved,Friendly location
2011,No,Not injured,Not injured,No services recieved,Home
2011,No,Not injured,Not injured,No services recieved,Commercial
2011,No,Not injured,Not injured,No services recieved,Home
2011,Yes,Not injured,Not injured,No services recieved,Commercial
2011,No,Not injured,Not injured,No services recieved,Commercial
2011,No,Not injured,Not injured,Services recieved,Home
2011,No,Not injured,Not injured,No services recieved,Home
2011,No,Injured,Not treated,No services recieved,Home
2011,No,Injured,Not treated,No services recieved,Home
2011,Yes,Not injured,Not injured,No services recieved,Commercial
2011,No,Not injured,Not injured,No services recieved,School
2011,No,Injured,Not treated,No services recieved,Commercial
2011,Yes,Injured,Treated,No services recieved,Home
2011,No,Not injured,Not injured,No services recieved,Commercial
2011,No,Not injured,Not injured,No services recieved,Commercial
2011,Yes,Not injured,Not injured,Services recieved,Friendly location
2011,No,Not injured,Not injured,No services recieved,Home
2011,Yes,Not injured,Not injured,No services recieved,Commercial
2011,No,Not injured,Not injured,No services recieved,Other
2011,No,Not injured,Not injured,No services recieved,Home
2011,Yes,Not injured,Not injured,No services recieved,Friendly location
2011,No,Not injured,Not injured,No services recieved,Home
2011,No,Not injured,Not injured,No services recieved,Home
2011,Unknown,Not injured,Not injured,No services recieved,Commercial
2011,Yes,Not injured,Not injured,No services recieved,Friendly location
2011,No,Injured,Treated,No services recieved,Other
2011,No,Not injured,Not injured,No services recieved,Commercial
2011,Yes,Not injured,Not injured,No services recieved,Other
2011,No,Not injured,Not injured,No services recieved,School
2011,Yes,Not injured,Not injured,No services recieved,Commercial
2011,No,Injured,Not treated,No services recieved,Commercial
2011,No,Injured,Not treated,No services recieved,Commercial
2011,Yes,Injured,Not treated,No services recieved,Commercial
2011,No,Not injured,Not injured,No services recieved,Friendly location
2011,No,Not injured,Not injured,No services recieved,School
2011,No,Not injured,Not injured,No services recieved,Home
2011,Yes,Injured,Not treated,No services recieved,Home
2011,Yes,Not injured,Not injured,No services recieved,Commercial
2011,Yes,Not injured,Not injured,No services recieved,Commercial
2011,No,Not injured,Not injured,Services recieved,Commercial
2011,Yes,Not injured,Not injured,No services recieved,Other
2011,Yes,Not injured,Not injured,No services recieved,Other
2011,Yes,Injured,Not treated,No services recieved,Home
2011,Yes,Not injured,Not injured,No services recieved,Home
2011,Yes,Not injured,Not injured,No services recieved,Commercial
2011,No,Not injured,Not injured,No services recieved,Friendly location
2011,No,Not injured,Not injured,No services recieved,Home
2011,Yes,Injured,Not treated,No services recieved,Commercial
2011,Yes,Injured,Treated,No services recieved,Commercial
2011,No,Not injured,Not injured,No services recieved,Other
2011,Yes,Injured,Not treated,No services recieved,Home
2011,No,Not injured,Not injured,No services recieved,Other
2011,Yes,Not injured,Not injured,No services recieved,Commercial
2011,No,Not injured,Not injured,No services recieved,Commercial
2011,No,Not injured,Not injured,,Other
2011,No,Injured,Treated,No services recieved,Commercial
2011,Yes,Not injured,Not injured,No services recieved,School
2011,Yes,Not injured,Not injured,No services recieved,Home
2011,No,Not injured,Not injured,Services recieved,Commercial
2011,Yes,Not injured,Not injured,No services recieved,Friendly location
2011,No,Not injured,Not injured,No services recieved,Home
2011,No,Injured,Not treated,Services recieved,Other
2011,No,Not injured,Not injured,No services recieved,Home
2011,No,Not injured,Not injured,No services recieved,School
2011,No,Not injured,Not injured,No services recieved,School
2011,Yes,Not injured,Not injured,No services recieved,School
2011,Yes,Not injured,Not injured,No services recieved,School
2011,No,Injured,Not treated,No services recieved,School
2011,No,Not injured,Not injured,No services recieved,Commercial
2011,Yes,Injured,Treated,No services recieved,Friendly location
2011,No,Not injured,Not injured,No services recieved,School
2011,No,Not injured,Not injured,No services recieved,Home
2011,No,Not injured,Not injured,No services recieved,Other
2011,No,Not injured,Not injured,Services recieved,Home
2011,No,Not injured,Not injured,Services recieved,Home
2011,No,Injured,Treated,No services recieved,Commercial
2011,Yes,Injured,Treated,No services recieved,Home
2011,No,Not injured,Not injured,No services recieved,School
2011,No,Not injured,Not injured,No services recieved,Home
2011,No,Not injured,Not injured,No services recieved,School
2011,No,Not injured,Not injured,No services recieved,Home
2011,No,Not injured,Not injured,No services recieved,Home
2011,No,Not injured,Not injured,No services recieved,Commercial
2011,Yes,Injured,Treated,No services recieved,Home
2011,No,Not injured,Not injured,No services recieved,Friendly location
2011,No,Not injured,Not injured,No services recieved,Home
2011,No,Not injured,Not injured,No services recieved,Home
2011,No,Not injured,Not injured,No services recieved,Home
2011,No,Not injured,Not injured,No services recieved,Home
2011,No,Not injured,Not injured,Services recieved,Home
2011,No,Not injured,Not injured,No services recieved,Commercial
2011,No,Injured,Treated,No services recieved,Friendly location
2011,Unknown,Not injured,Not injured,No services recieved,Commercial
2011,No,Not injured,Not injured,No services recieved,Commercial
2011,No,Not injured,Not injured,No services recieved,Commercial
2011,Yes,Not injured,Not injured,No services recieved,Commercial
2011,Yes,Not injured,Not injured,No services recieved,Commercial
2011,Yes,Not injured,Not injured,No services recieved,Commercial
2011,No,Not injured,Not injured,Services recieved,Home
2011,No,Not injured,Not injured,No services recieved,Home
2011,Yes,Not injured,Not injured,Services recieved,Friendly location
2011,No,Not injured,Not injured,No services recieved,Other
2011,No,Not injured,Not injured,Services recieved,Commercial
2011,No,Not injured,Not injured,No services recieved,Commercial
2011,No,Not injured,Not injured,Services recieved,Home
2011,Yes,Injured,Not treated,No services recieved,Friendly location
2011,No,Not injured,Not injured,No services recieved,Commercial
2011,No,Not injured,Not injured,No services recieved,Commercial
2011,No,Not injured,Not injured,No services recieved,Commercial
2011,No,Not injured,Not injured,No services recieved,Home
2011,No,Not injured,Not injured,Services recieved,Home
2011,Yes,Not injured,Not injured,No services recieved,Home
2011,No,Not injured,Not injured,No services recieved,Commercial
2011,No,Not injured,Not injured,No services recieved,Home
2011,No,Not injured,Not injured,No services recieved,Home
2011,Yes,Not injured,Not injured,Services recieved,Home
2011,No,Injured,Not treated,No services recieved,Commercial
2011,Yes,Injured,Treated,No services recieved,School
2011,No,Not injured,Not injured,No services recieved,Commercial
2011,No,Not injured,Not injured,No services recieved,Home
2011,No,Not injured,Not injured,No services recieved,Commercial
2011,Yes,Not injured,Not injured,No services recieved,Commercial
2011,No,Injured,Not treated,No services recieved,Home
2011,No,Not injured,Not injured,No services recieved,Commercial
2011,No,Not injured,Not injured,No services recieved,Home
2011,No,Injured,Not treated,Services recieved,Home
2011,No,Not injured,Not injured,Services recieved,Home
2011,Yes,Not injured,Not injured,No services recieved,Home
2011,No,Injured,Not treated,No services recieved,Friendly location
2011,Yes,Not injured,Not injured,No services recieved,Friendly location
2011,No,Not injured,Not injured,No services recieved,Friendly location
2011,No,Not injured,Not injured,No services recieved,Friendly location
2011,No,Not injured,Not injured,No services recieved,Friendly location
2011,No,Not injured,Not injured,No services recieved,Home
2011,No,Injured,Not treated,No services recieved,School
2011,No,Injured,Treated,Services recieved,Home
2011,No,Not injured,Not injured,No services recieved,Friendly location
2011,No,Not injured,Not injured,No services recieved,Friendly location
2011,Yes,Not injured,Not injured,No services recieved,Commercial
2011,Yes,Not injured,Not injured,No services recieved,Home
2011,No,Injured,Not treated,No services recieved,Other
2011,No,Not injured,Not injured,No services recieved,Other
2011,No,Not injured,Not injured,No services recieved,Other
2011,No,Not injured,Not injured,No services recieved,Home
2011,Yes,Not injured,Not injured,No services recieved,Home
2011,Yes,Injured,Treated,No services recieved,Commercial
2011,No,Not injured,Not injured,No services recieved,Commercial
2011,No,Not injured,Not injured,No services recieved,Commercial
2011,Yes,Not injured,Not injured,No services recieved,Commercial
2011,No,Not injured,Not injured,No services recieved,Commercial
2011,No,Not injured,Not injured,No services recieved,School
2011,Yes,Not injured,Not injured,No services recieved,Commercial
2011,Yes,Not injured,Not injured,No services recieved,Commercial
2011,Yes,Injured,Not treated,No services recieved,Friendly location
2011,Yes,Not injured,Not injured,No services recieved,Home
2011,No,Not injured,Not injured,No services recieved,Home
2011,No,Not injured,Not injured,No services recieved,Home
2011,No,Not injured,Not injured,No services recieved,Home
2011,No,Not injured,Not injured,No services recieved,Home
2011,Unknown,Not injured,Not injured,No services recieved,Commercial
2011,No,Not injured,Not injured,No services recieved,Home
2011,Yes,Not injured,Not injured,No services recieved,Home
2011,No,Not injured,Not injured,No services recieved,School
2011,No,Not injured,Not injured,No services recieved,Commercial
2011,Yes,Not injured,Not injured,No services recieved,Commercial
2011,No,Injured,Not treated,No services recieved,Home
2011,No,Not injured,Not injured,No services recieved,Home
2011,Yes,Not injured,Not injured,No services recieved,Commercial
2011,Yes,Not injured,Not injured,No services recieved,Commercial
2011,Yes,Not injured,Not injured,No services recieved,Home
2011,No,Not injured,Not injured,No services recieved,Home
2011,No,Injured,Not treated,No services recieved,Home
2011,No,Injured,Not treated,No services recieved,Home
2011,No,Injured,Not treated,No services recieved,Home
2011,No,Not injured,Not injured,No services recieved,School
2011,No,Not injured,Not injured,No services recieved,Commercial
2011,Yes,Not injured,Not injured,No services recieved,Commercial
2011,No,Not injured,Not injured,No services recieved,Commercial
2011,Yes,Injured,Treated,No services recieved,Friendly location
2011,Yes,Injured,Not treated,No services recieved,Home
2011,No,Injured,Not treated,Services recieved,School
2011,No,Not injured,Not injured,No services recieved,Other
2011,Yes,Not injured,Not injured,No services recieved,Home
2011,No,Not injured,Not injured,No services recieved,Home
2011,No,Not injured,Not injured,No services recieved,School
2011,Yes,Not injured,Not injured,No services recieved,Home
2011,Yes,Injured,Not treated,No services recieved,Commercial
2011,Yes,Not injured,Not injured,No services recieved,Friendly location
2011,Yes,Not injured,Not injured,No services recieved,Commercial
2011,No,Not injured,Not injured,No services recieved,Commercial
2011,No,Not injured,Not injured,No services recieved,School
2011,No,Not injured,Not injured,No services recieved,Commercial
2011,No,Not injured,Not injured,No services recieved,Home
2011,No,Not injured,Not injured,Services recieved,Home
2011,No,Not injured,Not injured,Services recieved,Friendly location
2011,Yes,Injured,Not treated,No services recieved,Home
2011,No,Injured,Treated,Services recieved,Friendly location
2011,Yes,Injured,Treated,No services recieved,Home
2011,No,Not injured,Not injured,No services recieved,Commercial
2011,No,Not injured,Not injured,No services recieved,Home
2011,Yes,Not injured,Not injured,No services recieved,Home
2011,No,Not injured,Not injured,No services recieved,Commercial
2011,Yes,Injured,Treated,No services recieved,Home
2011,Yes,Not injured,Not injured,No services recieved,Commercial
2011,No,Not injured,Not injured,No services recieved,School
2011,No,Not injured,Not injured,No services recieved,Friendly location
2011,No,Not injured,Not injured,No services recieved,Home
2011,No,Not injured,Not injured,No services recieved,Home
2011,No,Not injured,Not injured,No services recieved,Other
2011,No,Not injured,Not injured,No services recieved,Other
2011,No,Not injured,Not injured,No services recieved,Home
2011,No,Not injured,Not injured,No services recieved,Home
2011,No,Not injured,Not injured,No services recieved,Commercial
2011,Yes,Not injured,Not injured,No services recieved,Other
2011,Yes,Not injured,Not injured,No services recieved,Other
2011,Yes,Not injured,Not injured,No services recieved,Other
2011,No,Not injured,Not injured,No services recieved,Home
2011,No,Not injured,Not injured,No services recieved,Commercial
2011,Yes,Not injured,Not injured,No services recieved,Commercial
2011,Yes,Not injured,Not injured,No services recieved,Commercial
2011,No,Not injured,Not injured,No services recieved,Other
2011,No,Not injured,Not injured,No services recieved,Other
2011,Yes,Not injured,Not injured,No services recieved,Home
2011,Yes,Injured,Not treated,No services recieved,Home
2011,No,Not injured,Not injured,No services recieved,Home
2011,Yes,Injured,Not treated,No services recieved,Commercial
2011,No,Injured,Treated,No services recieved,Friendly location
2011,No,Injured,Not treated,No services recieved,Home
2011,Yes,Not injured,Not injured,No services recieved,Home
2011,No,Not injured,Not injured,No services recieved,Commercial
2011,Yes,Injured,Treated,No services recieved,Home
2011,No,Not injured,Not injured,No services recieved,Commercial
2011,No,Injured,Treated,No services recieved,School
2011,Yes,Not injured,Not injured,No services recieved,Home
2011,Yes,Injured,Not treated,No services recieved,Friendly location
2011,No,Not injured,Not injured,No services recieved,Commercial
2011,Yes,Not injured,Not injured,No services recieved,Commercial
2011,Yes,Not injured,Not injured,No services recieved,Commercial
2011,No,Not injured,Not injured,No services recieved,School
2011,No,Injured,Not treated,No services recieved,Home
2011,No,Not injured,Not injured,No services recieved,Other
2011,No,Injured,Treated,No services recieved,School
2011,Yes,Not injured,Not injured,No services recieved,Commercial
2011,Yes,Not injured,Not injured,No services recieved,Commercial
2011,No,Not injured,Not injured,No services recieved,Commercial
2011,Yes,Not injured,Not injured,No services recieved,Commercial
2011,No,Not injured,Not injured,No services recieved,Home
2011,Yes,Not injured,Not injured,No services recieved,Commercial
2011,No,Not injured,Not injured,No services recieved,Home
2011,No,Not injured,Not injured,No services recieved,Other
2011,No,Not injured,Not injured,No services recieved,Other
2011,No,Not injured,Not injured,No services recieved,Other
2011,No,Not injured,Not injured,No services recieved,Other
2012,Yes,Not injured,Not injured,No services recieved,Home
2012,No,Not injured,Not injured,No services recieved,School
2012,Yes,Injured,Treated,No services recieved,Friendly location
2012,No,Not injured,Not injured,No services recieved,Other
2012,Unknown,Not injured,Not injured,No services recieved,Commercial
2012,Yes,Injured,Treated,No services recieved,Commercial
2012,No,Not injured,Not injured,No services recieved,Commercial
2012,Yes,Not injured,Not injured,No services recieved,Commercial
2012,Unknown,Not injured,Not injured,No services recieved,Commercial
2012,No,Not injured,Not injured,No services recieved,Other
2012,No,Not injured,Not injured,No services recieved,Commercial
2012,No,Not injured,Not injured,No services recieved,Commercial
2012,No,Not injured,Not injured,No services recieved,Commercial
2012,Yes,Not injured,Not injured,No services recieved,Commercial
2012,Yes,Injured,Not treated,No services recieved,Home
2012,No,Not injured,Not injured,No services recieved,Commercial
2012,No,Not injured,Not injured,No services recieved,Friendly location
2012,No,Not injured,Not injured,No services recieved,Commercial
2012,Unknown,Not injured,Not injured,No services recieved,Home
2012,No,Not injured,Not injured,No services recieved,Other
2012,No,Not injured,Not injured,No services recieved,Commercial
2012,No,Not injured,Not injured,No services recieved,School
2012,No,Not injured,Not injured,No services recieved,School
2012,Yes,Not injured,Not injured,No services recieved,Commercial
2012,Yes,Not injured,Not injured,No services recieved,Home
2012,Yes,Not injured,Not injured,No services recieved,Home
2012,Yes,Injured,Treated,No services recieved,Home
2012,No,Not injured,Not injured,No services recieved,Home
2012,No,Not injured,Not injured,No services recieved,Home
2012,Yes,Not injured,Not injured,No services recieved,Home
2012,No,Injured,Treated,,School
2012,Yes,Injured,Not treated,Services recieved,Home
2012,No,Not injured,Not injured,No services recieved,Home
2012,No,Not injured,Not injured,No services recieved,School
2012,No,Injured,Treated,No services recieved,Commercial
2012,No,Not injured,Not injured,No services recieved,Other
2012,No,Not injured,Not injured,No services recieved,Commercial
2012,Yes,Not injured,Not injured,No services recieved,Other
2012,Yes,Not injured,Not injured,No services recieved,Commercial
2012,No,Not injured,Not injured,No services recieved,Commercial
2012,Yes,Not injured,Not injured,Services recieved,Other
2012,Yes,Not injured,Not injured,No services recieved,Home
2012,Yes,Not injured,Not injured,No services recieved,Commercial
2012,No,Not injured,Not injured,No services recieved,Other
2012,Yes,Injured,Treated,No services recieved,Commercial
2012,Yes,Injured,Not treated,No services recieved,Friendly location
2012,Yes,Not injured,Not injured,No services recieved,Friendly location
2012,Yes,Not injured,Not injured,No services recieved,Home
2012,No,Not injured,Not injured,No services recieved,School
2012,Unknown,Not injured,Not injured,No services recieved,Home
2012,No,Not injured,Not injured,No services recieved,Other
2012,No,Not injured,Not injured,No services recieved,Other
2012,No,Not injured,Not injured,No services recieved,Home
2012,No,Not injured,Not injured,No services recieved,Friendly location
2012,No,Injured,Not treated,No services recieved,School
2012,No,Not injured,Not injured,Services recieved,School
2012,No,Not injured,Not injured,No services recieved,Commercial
2012,No,Injured,Not treated,No services recieved,Home
2012,No,Not injured,Not injured,,Home
2012,No,Not injured,Not injured,No services recieved,Home
2012,No,Not injured,Not injured,No services recieved,Commercial
2012,No,Not injured,Not injured,No services recieved,Commercial
2012,Yes,Not injured,Not injured,No services recieved,Home
2012,Yes,Not injured,Not injured,No services recieved,Home
2012,Yes,Not injured,Not injured,No services recieved,School
2012,No,Injured,Treated,No services recieved,Commercial
2012,Yes,Not injured,Not injured,No services recieved,Home
2012,No,Injured,Not treated,No services recieved,School
2012,No,Injured,Not treated,No services recieved,School
2012,Yes,Injured,Treated,No services recieved,Commercial
2012,No,Not injured,Not injured,No services recieved,Home
2012,No,Not injured,Not injured,Services recieved,School
2012,No,Not injured,Not injured,No services recieved,Commercial
2012,No,Not injured,Not injured,No services recieved,Home
2012,Yes,Not injured,Not injured,No services recieved,Home
2012,No,Not injured,Not injured,No services recieved,Other
2012,No,Not injured,Not injured,No services recieved,Commercial
2012,Yes,Injured,Not treated,No services recieved,Home
2012,No,Injured,Not treated,No services recieved,Commercial
2012,No,Injured,Not treated,No services recieved,Commercial
2012,Yes,Not injured,Not injured,No services recieved,Other
2012,Yes,Injured,Not treated,No services recieved,Friendly location
2012,No,Not injured,Not injured,No services recieved,Commercial
2012,No,Not injured,Not injured,No services recieved,Home
2012,No,Not injured,Not injured,No services recieved,Commercial
2012,No,Not injured,Not injured,No services recieved,School
2012,No,Injured,Treated,No services recieved,Other
2012,Yes,Injured,Not treated,No services recieved,Commercial
2012,No,Not injured,Not injured,No services recieved,Commercial
2012,Yes,Not injured,Not injured,No services recieved,Commercial
2012,No,Not injured,Not injured,No services recieved,Commercial
2012,No,Not injured,Not injured,No services recieved,Home
2012,No,Injured,Not treated,No services recieved,Home
2012,No,Injured,Not treated,No services recieved,Home
2012,No,Not injured,Not injured,No services recieved,Commercial
2012,No,Not injured,Not injured,No services recieved,Commercial
2012,No,Not injured,Not injured,No services recieved,Commercial
2012,No,Not injured,Not injured,No services recieved,Home
2012,No,Injured,Treated,No services recieved,Home
2012,No,Not injured,Not injured,No services recieved,Home
2012,Yes,Injured,Treated,No services recieved,Home
2012,No,Not injured,Not injured,No services recieved,Friendly location
2012,No,Not injured,Not injured,Services recieved,Home
2012,Yes,Injured,Treated,Services recieved,Other
2012,No,Injured,Not treated,No services recieved,Other
2012,No,Not injured,Not injured,No services recieved,Other
2012,No,Injured,Not treated,Services recieved,Commercial
2012,Yes,Injured,Treated,Services recieved,Friendly location
2012,No,Not injured,Not injured,No services recieved,Home
2012,Yes,Injured,Treated,No services recieved,School
2012,No,Not injured,Not injured,No services recieved,School
2012,Yes,Not injured,Not injured,No services recieved,Friendly location
2012,Yes,Injured,Not treated,No services recieved,Home
2012,No,Not injured,Not injured,No services recieved,School
2012,No,Not injured,Not injured,No services recieved,Other
2012,No,Not injured,Not injured,No services recieved,Home
2012,No,Injured,Not treated,No services recieved,School
2012,No,Not injured,Not injured,No services recieved,School
2012,No,Injured,Not treated,No services recieved,Commercial
2012,No,Not injured,Not injured,No services recieved,Friendly location
2012,Yes,Injured,Treated,Services recieved,Commercial
2012,Yes,Not injured,Not injured,No services recieved,Commercial
2012,No,Not injured,Not injured,No services recieved,Friendly location
2012,Yes,Not injured,Not injured,No services recieved,Friendly location
2012,No,Not injured,Not injured,No services recieved,Friendly location
2012,No,Not injured,Not injured,No services recieved,School
2012,No,Not injured,Not injured,Services recieved,Home
2012,Yes,Not injured,Not injured,No services recieved,Commercial
2012,No,Not injured,Not injured,No services recieved,School
2012,Unknown,Not injured,Not injured,No services recieved,Commercial
2012,Yes,Not injured,Not injured,No services recieved,Home
2012,Unknown,Not injured,Not injured,No services recieved,Commercial
2012,No,Not injured,Not injured,No services recieved,Commercial
2012,No,Not injured,Not injured,No services recieved,Commercial
2012,Yes,Not injured,Not injured,No services recieved,Commercial
2012,No,Not injured,Not injured,No services recieved,Commercial
2012,No,Not injured,Not injured,No services recieved,School
2012,No,Not injured,Not injured,No services recieved,Commercial
2012,No,Not injured,Not injured,No services recieved,Other
2012,Yes,Injured,Treated,Services recieved,Home
2012,No,Not injured,Not injured,No services recieved,Home
2012,Yes,Not injured,Not injured,No services recieved,Friendly location
2012,Unknown,Not injured,Not injured,No services recieved,Home
2012,Yes,Not injured,Not injured,No services recieved,Home
2012,No,Not injured,Not injured,No services recieved,Home
2012,Yes,Not injured,Not injured,No services recieved,Home
2012,No,Not injured,Not injured,No services recieved,Home
2012,Yes,Not injured,Not injured,No services recieved,Commercial
2012,No,Not injured,Not injured,No services recieved,Commercial
2012,No,Not injured,Not injured,Services recieved,Commercial
2012,No,Not injured,Not injured,No services recieved,School
