,year,weight,gender,race1r,hispanic,ethnic1r,ager,marital2
4163,2012,2426.65227,Female,White,Non-Hispanic,Non-Hispanic White,35-49,Married
4164,2012,3918.03663,Male,Black,Non-Hispanic,Non-Hispanic Black,21-24,Never married
4165,2012,2068.53703,Female,White,Non-Hispanic,Non-Hispanic White,50-64,Married
4166,2012,3793.23876,Female,White,Non-Hispanic,Non-Hispanic White,18-20,Never married
4167,2012,3793.23876,Female,White,Non-Hispanic,Non-Hispanic White,18-20,Never married
4168,2012,3856.41853,Male,White,Non-Hispanic,Non-Hispanic White,15-17,Never married
4169,2012,2545.5160100000007,Male,Black,Non-Hispanic,Non-Hispanic Black,65+,Never married
4170,2012,4673.39959,Male,White,Non-Hispanic,Non-Hispanic White,18-20,Never married
4171,2012,3079.85871,Male,White,Non-Hispanic,Non-Hispanic White,18-20,Married
4172,2012,1562.6748,Male,White,Non-Hispanic,Non-Hispanic White,50-64,Married
4173,2012,2919.65063,Female,White,Hispanic,Other,18-20,Never married
4174,2012,3624.4381,Male,Black,Non-Hispanic,Non-Hispanic Black,25-34,Married
4175,2012,3624.4381,Male,Black,Non-Hispanic,Non-Hispanic Black,25-34,Married
4176,2012,2035.28183,Male,Other,Non-Hispanic,Non-Hispanic,21-24,Married
4177,2012,2462.88169,Male,White,Non-Hispanic,Non-Hispanic White,25-34,Married
4178,2012,2462.88169,Male,White,Non-Hispanic,Non-Hispanic White,25-34,Married
4179,2012,2462.88169,Male,White,Non-Hispanic,Non-Hispanic White,25-34,Married
4180,2012,2462.88169,Male,White,Non-Hispanic,Non-Hispanic White,25-34,Married
4181,2012,1661.39579,Female,White,Non-Hispanic,Non-Hispanic White,50-64,Divorced
4182,2012,5763.50532,Male,Other,Non-Hispanic,Non-Hispanic,15-17,Never married
4183,2012,1385.96279,Female,White,Non-Hispanic,Non-Hispanic White,50-64,Married
4184,2012,4943.4578299999985,Male,White,Non-Hispanic,Non-Hispanic White,18-20,Never married
4185,2012,3083.16426,Male,White,Non-Hispanic,Non-Hispanic White,25-34,Never married
4186,2012,3224.91924,Female,White,Non-Hispanic,Non-Hispanic White,25-34,Never married
4187,2012,3080.92639,Male,White,Hispanic,Other,35-49,Married
4188,2012,4054.59768,Female,White,Non-Hispanic,Non-Hispanic White,35-49,Divorced
4189,2012,3331.45817,Female,White,Hispanic,Other,18-20,Never married
4190,2012,3236.87877,Female,Black,Non-Hispanic,Non-Hispanic Black,50-64,Divorced
4191,2012,3855.60238,Female,White,Hispanic,Other,15-17,Never married
4192,2012,2917.49105,Male,White,Non-Hispanic,Non-Hispanic White,35-49,Divorced
4193,2012,3738.70239,Male,Black,Hispanic,Other,15-17,Never married
4194,2012,3738.70239,Male,Black,Hispanic,Other,15-17,Never married
4195,2012,3211.9295,Female,White,Non-Hispanic,Non-Hispanic White,25-34,Never married
4196,2012,3211.9295,Female,White,Non-Hispanic,Non-Hispanic White,25-34,Never married
4197,2012,2941.65487,Male,White,Hispanic,Other,65+,Divorced
4198,2012,3233.62577,Male,White,Non-Hispanic,Non-Hispanic White,25-34,Married
4199,2012,3057.625310000001,Male,White,Non-Hispanic,Non-Hispanic White,25-34,Married
4200,2012,3057.625310000001,Male,White,Non-Hispanic,Non-Hispanic White,25-34,Married
4201,2012,2984.36204,Female,White,Non-Hispanic,Non-Hispanic White,35-49,Married
4202,2012,2433.55103,Female,White,Non-Hispanic,Non-Hispanic White,50-64,Married
4203,2012,3829.58804,Female,White,Non-Hispanic,Non-Hispanic White,15-17,Never married
4204,2012,1784.72016,Male,White,Non-Hispanic,Non-Hispanic White,50-64,Married
4205,2012,1797.01039,Male,White,Hispanic,Other,50-64,Widowed
4206,2012,1579.26995,Male,White,Non-Hispanic,Non-Hispanic White,65+,Divorced
4207,2012,3802.3476200000014,Male,White,Non-Hispanic,Non-Hispanic White,25-34,Married
4208,2012,4352.99737,Female,White,Hispanic,Other,18-20,Never married
4209,2012,2716.63787,Female,White,Non-Hispanic,Non-Hispanic White,25-34,Never married
4210,2012,2074.357310000001,Male,Black,Non-Hispanic,Non-Hispanic Black,50-64,Married
4211,2012,1578.793,Female,White,Non-Hispanic,Non-Hispanic White,65+,Married
4212,2012,1612.12958,Female,White,Hispanic,Other,25-34,Never married
4213,2012,2956.83363,Female,White,Non-Hispanic,Non-Hispanic White,50-64,Never married
4214,2012,2944.92275,Male,White,Non-Hispanic,Non-Hispanic White,25-34,Married
4215,2012,3508.91733,Male,White,Non-Hispanic,Non-Hispanic White,50-64,Married
4216,2012,3500.96715,Female,Black,Non-Hispanic,Non-Hispanic Black,35-49,Never married
4217,2012,1812.00169,Female,White,Non-Hispanic,Non-Hispanic White,21-24,Never married
4218,2012,15016.3485,Male,White,Non-Hispanic,Non-Hispanic White,50-64,Divorced
4219,2012,4239.83997,Male,Other,Non-Hispanic,Non-Hispanic,50-64,Widowed
4220,2012,3691.6418,Female,Other,Non-Hispanic,Non-Hispanic,21-24,Divorced
4221,2012,4417.32283,Male,White,Non-Hispanic,Non-Hispanic White,25-34,Never married
4222,2012,4417.32283,Male,White,Non-Hispanic,Non-Hispanic White,25-34,Never married
4223,2012,4417.32283,Male,White,Non-Hispanic,Non-Hispanic White,25-34,Never married
4224,2012,2081.89773,Male,Other,Non-Hispanic,Non-Hispanic,25-34,Never married
4225,2012,2131.0479800000007,Female,White,Non-Hispanic,Non-Hispanic White,15-17,Never married
4226,2012,3229.15608,Female,White,Non-Hispanic,Non-Hispanic White,25-34,Married
4227,2012,3477.5092,Male,White,Non-Hispanic,Non-Hispanic White,18-20,Never married
4228,2012,2524.14049,Male,White,Hispanic,Other,15-17,Never married
4229,2012,5010.545920000001,Male,Black,Non-Hispanic,Non-Hispanic Black,18-20,Never married
4230,2012,2791.43749,Female,White,Non-Hispanic,Non-Hispanic White,35-49,Married
4231,2012,1846.70844,Male,White,Non-Hispanic,Non-Hispanic White,35-49,Divorced
4232,2012,2708.46569,Female,White,Non-Hispanic,Non-Hispanic White,25-34,Separated
4233,2012,2708.46569,Female,White,Non-Hispanic,Non-Hispanic White,25-34,Separated
4234,2012,2708.46569,Female,White,Non-Hispanic,Non-Hispanic White,25-34,Separated
4235,2012,2708.46569,Female,White,Non-Hispanic,Non-Hispanic White,25-34,Separated
4236,2012,2708.46569,Female,White,Non-Hispanic,Non-Hispanic White,25-34,Separated
4237,2012,2977.82552,Male,Other,Non-Hispanic,Non-Hispanic,25-34,Never married
4238,2012,2112.119460000001,Female,White,Hispanic,Other,18-20,Never married
4239,2012,4050.71259,Male,White,Non-Hispanic,Non-Hispanic White,18-20,Never married
4240,2012,3136.43636,Male,White,Non-Hispanic,Non-Hispanic White,12-14,Never married
4241,2012,3783.35647,Female,White,Non-Hispanic,Non-Hispanic White,21-24,Married
4242,2012,3157.18391,Female,White,Non-Hispanic,Non-Hispanic White,25-34,Never married
4243,2012,2032.58761,Female,White,Non-Hispanic,Non-Hispanic White,18-20,Never married
4244,2012,2032.58761,Female,White,Non-Hispanic,Non-Hispanic White,18-20,Never married
4245,2012,2984.36204,Female,White,Non-Hispanic,Non-Hispanic White,35-49,Married
4246,2012,1642.04379,Female,White,Non-Hispanic,Non-Hispanic White,25-34,Never married
4247,2012,1661.63441,Male,White,Non-Hispanic,Non-Hispanic White,35-49,Married
4248,2012,1624.47359,Female,White,Non-Hispanic,Non-Hispanic White,35-49,Married
4249,2012,2847.68428,Male,White,Non-Hispanic,Non-Hispanic White,35-49,Married
4250,2012,2584.86144,Male,White,Non-Hispanic,Non-Hispanic White,25-34,Never married
4251,2012,2562.2771,Female,Black,Non-Hispanic,Non-Hispanic Black,50-64,Married
4252,2012,20957.649,Female,White,Non-Hispanic,Non-Hispanic White,21-24,Separated
4253,2012,11922.53124,Female,White,Non-Hispanic,Non-Hispanic White,35-49,Married
4254,2012,1787.0252899999996,Male,White,Non-Hispanic,Non-Hispanic White,21-24,Married
4255,2012,2127.54397,Female,White,Non-Hispanic,Non-Hispanic White,21-24,Never married
4256,2012,1994.59423,Male,Black,Non-Hispanic,Non-Hispanic Black,65+,Divorced
4257,2012,2653.31865,Female,White,Non-Hispanic,Non-Hispanic White,21-24,Married
4258,2012,38761.013,Male,Other,Non-Hispanic,Non-Hispanic,35-49,Married
4259,2012,3876.1013,Male,Other,Non-Hispanic,Non-Hispanic,35-49,Married
4260,2012,3299.56341,Female,White,Non-Hispanic,Non-Hispanic White,12-14,Never married
4261,2012,3299.56341,Female,White,Non-Hispanic,Non-Hispanic White,12-14,Never married
4262,2012,3409.13633,Male,Black,Non-Hispanic,Non-Hispanic Black,50-64,Never married
4263,2012,3409.13633,Male,Black,Non-Hispanic,Non-Hispanic Black,50-64,Never married
4264,2012,4077.47943,Male,White,Hispanic,Other,15-17,Never married
4265,2012,2628.93768,Male,Black,Non-Hispanic,Non-Hispanic Black,50-64,Separated
4266,2012,3367.95886,Male,White,Non-Hispanic,Non-Hispanic White,25-34,Never married
4267,2012,3316.8483,Male,Other,Hispanic,Other,12-14,Never married
4268,2012,3316.8483,Male,Other,Hispanic,Other,12-14,Never married
4269,2012,4162.57254,Female,Black,Non-Hispanic,Non-Hispanic Black,25-34,Divorced
4270,2012,3412.39402,Male,White,Non-Hispanic,Non-Hispanic White,50-64,Married
4271,2012,3709.17357,Male,White,Hispanic,Other,35-49,Divorced
4272,2012,2730.69236,Female,White,Hispanic,Other,50-64,Never married
4273,2012,1545.74607,Female,White,Non-Hispanic,Non-Hispanic White,50-64,Divorced
4274,2012,3354.81006,Female,Black,Non-Hispanic,Non-Hispanic Black,25-34,Never married
4275,2012,3206.96518,Male,Black,Non-Hispanic,Non-Hispanic Black,50-64,Separated
4276,2012,2757.58277,Male,Black,Non-Hispanic,Non-Hispanic Black,35-49,Married
4277,2012,3162.11334,Female,White,Non-Hispanic,Non-Hispanic White,25-34,Divorced
4278,2012,1747.87255,Female,White,Non-Hispanic,Non-Hispanic White,21-24,Married
4279,2012,2576.34331,Female,White,Hispanic,Other,25-34,Never married
4280,2012,2576.34331,Female,White,Hispanic,Other,25-34,Never married
4281,2012,3752.72783,Female,White,Non-Hispanic,Non-Hispanic White,12-14,Never married
4282,2012,3155.69355,Female,White,Non-Hispanic,Non-Hispanic White,25-34,Never married
4283,2012,3996.77468,Male,Other,Non-Hispanic,Non-Hispanic,12-14,Never married
4284,2012,3996.77468,Male,Other,Non-Hispanic,Non-Hispanic,12-14,Never married
4285,2012,3409.27638,Male,Other,Non-Hispanic,Non-Hispanic,25-34,Married
4286,2012,2630.18015,Male,White,Non-Hispanic,Non-Hispanic White,50-64,Divorced
4287,2012,3016.64489,Female,White,Non-Hispanic,Non-Hispanic White,25-34,Never married
4288,2012,2657.26801,Female,White,Non-Hispanic,Non-Hispanic White,50-64,Divorced
4289,2012,2657.26801,Female,White,Non-Hispanic,Non-Hispanic White,50-64,Divorced
4290,2012,3762.00975,Female,White,Non-Hispanic,Non-Hispanic White,12-14,Never married
4291,2012,4451.51597,Female,White,Non-Hispanic,Non-Hispanic White,12-14,Never married
4292,2012,3789.7671,Male,White,Non-Hispanic,Non-Hispanic White,25-34,Married
4293,2012,3577.8733799999995,Male,Black,Non-Hispanic,Non-Hispanic Black,50-64,Divorced
4294,2012,2626.9167,Female,White,Hispanic,Other,35-49,Separated
4295,2012,3739.74205,Female,White,Hispanic,Other,15-17,Never married
4296,2012,4236.14307,Male,White,Non-Hispanic,Non-Hispanic White,25-34,Never married
4297,2012,2657.63968,Female,White,Non-Hispanic,Non-Hispanic White,25-34,Married
4298,2012,2657.63968,Female,White,Non-Hispanic,Non-Hispanic White,25-34,Married
4299,2012,2925.35797,Male,White,Hispanic,Other,35-49,Married
4300,2012,3049.86722,Male,White,Non-Hispanic,Non-Hispanic White,35-49,Never married
4301,2012,3435.36513,Male,White,Non-Hispanic,Non-Hispanic White,50-64,Never married
4302,2012,3435.36513,Male,White,Non-Hispanic,Non-Hispanic White,50-64,Never married
4303,2012,2282.74368,Female,White,Non-Hispanic,Non-Hispanic White,12-14,Never married
4304,2012,2297.71481,Male,Black,Non-Hispanic,Non-Hispanic Black,50-64,Separated
4305,2012,1654.9626,Male,White,Non-Hispanic,Non-Hispanic White,25-34,Married
4306,2012,2978.42224,Male,White,Non-Hispanic,Non-Hispanic White,25-34,Never married
4307,2012,3647.00962,Female,White,Non-Hispanic,Non-Hispanic White,15-17,Never married
4308,2012,1515.86901,Female,White,Non-Hispanic,Non-Hispanic White,35-49,Divorced
4309,2012,1880.16706,Male,White,Non-Hispanic,Non-Hispanic White,25-34,Never married
4310,2012,1880.16706,Male,White,Non-Hispanic,Non-Hispanic White,25-34,Never married
4311,2012,22329.28044,Female,White,Non-Hispanic,Non-Hispanic White,21-24,Married
4312,2012,2974.18073,Female,White,Non-Hispanic,Non-Hispanic White,50-64,Never married
4313,2012,2974.18073,Female,White,Non-Hispanic,Non-Hispanic White,50-64,Never married
4314,2012,2056.33264,Male,White,Non-Hispanic,Non-Hispanic White,25-34,Married
4315,2012,3217.22618,Male,White,Non-Hispanic,Non-Hispanic White,25-34,Never married
4316,2012,3217.22618,Male,White,Non-Hispanic,Non-Hispanic White,25-34,Never married
4317,2012,3119.83098,Male,White,Non-Hispanic,Non-Hispanic White,65+,Divorced
4318,2012,3978.4596,Male,White,Hispanic,Other,18-20,Never married
4319,2012,2885.5358100000008,Male,White,Non-Hispanic,Non-Hispanic White,35-49,Never married
4320,2012,2984.3865100000007,Male,Other,Non-Hispanic,Non-Hispanic,35-49,Married
4321,2012,2868.61659,Female,Other,Non-Hispanic,Non-Hispanic,35-49,Married
4322,2012,5305.84321,Male,White,Non-Hispanic,Non-Hispanic White,18-20,Never married
4323,2012,2885.5358100000008,Male,White,Non-Hispanic,Non-Hispanic White,35-49,Married
4324,2012,3468.21813,Male,White,Non-Hispanic,Non-Hispanic White,50-64,Never married
4325,2012,5561.79251,Male,White,Non-Hispanic,Non-Hispanic White,18-20,Never married
4326,2012,3769.11646,Female,White,Hispanic,Other,21-24,Married
4327,2012,2626.70377,Male,White,Non-Hispanic,Non-Hispanic White,50-64,Married
4328,2012,2675.12543,Female,White,Non-Hispanic,Non-Hispanic White,50-64,Married
4329,2012,3738.05464,Male,White,Non-Hispanic,Non-Hispanic White,50-64,Married
4330,2012,3708.22675,Male,White,Hispanic,Other,35-49,Never married
4331,2012,6463.64855,Female,White,Hispanic,Other,18-20,Never married
4332,2012,2187.30544,Female,Black,Non-Hispanic,Non-Hispanic Black,35-49,Married
4333,2012,4847.31192,Male,White,Hispanic,Other,25-34,Never married
4334,2012,3073.9364800000008,Female,Black,Non-Hispanic,Non-Hispanic Black,65+,Widowed
4335,2012,3495.4280700000004,Male,Other,Non-Hispanic,Non-Hispanic,35-49,Married
4336,2012,3495.4280700000004,Male,Other,Non-Hispanic,Non-Hispanic,35-49,Married
4337,2012,3495.4280700000004,Male,Other,Non-Hispanic,Non-Hispanic,35-49,Married
4338,2012,3087.02399,Female,White,Hispanic,Other,21-24,Married
4339,2012,2985.70567,Female,White,Non-Hispanic,Non-Hispanic White,50-64,Divorced
4340,2012,4900.83694,Male,White,Non-Hispanic,Non-Hispanic White,18-20,Never married
4341,2012,1534.99499,Female,Black,Non-Hispanic,Non-Hispanic Black,35-49,Divorced
4342,2012,2790.62098,Female,White,Hispanic,Other,18-20,Never married
4343,2012,2859.15503,Male,White,Hispanic,Other,50-64,Divorced
4344,2012,2779.54703,Male,Black,Non-Hispanic,Non-Hispanic Black,25-34,Never married
4345,2012,2536.58932,Female,White,Non-Hispanic,Non-Hispanic White,50-64,Separated
4346,2012,2536.58932,Female,White,Non-Hispanic,Non-Hispanic White,50-64,Separated
4347,2012,1455.49419,Female,White,Non-Hispanic,Non-Hispanic White,50-64,Married
4348,2012,4991.97804,Male,White,Hispanic,Other,25-34,Never married
4349,2012,5093.53176,Female,White,Non-Hispanic,Non-Hispanic White,18-20,Never married
4350,2012,3261.35099,Male,White,Hispanic,Other,12-14,Never married
4351,2012,3261.35099,Male,White,Hispanic,Other,12-14,Never married
4352,2012,4754.99675,Male,White,Non-Hispanic,Non-Hispanic White,25-34,Never married
4353,2012,7212.52618,Male,Black,Non-Hispanic,Non-Hispanic Black,18-20,Never married
4354,2012,5284.99817,Female,White,Non-Hispanic,Non-Hispanic White,21-24,Never married
4355,2012,36287.3831,Male,White,Non-Hispanic,Non-Hispanic White,35-49,Separated
4356,2012,3628.73831,Male,White,Non-Hispanic,Non-Hispanic White,35-49,Separated
4357,2012,3628.73831,Male,White,Non-Hispanic,Non-Hispanic White,35-49,Separated
4358,2012,37051.2456,Female,Black,Non-Hispanic,Non-Hispanic Black,25-34,Never married
4359,2012,3174.73452,Male,White,Non-Hispanic,Non-Hispanic White,35-49,Divorced
4360,2012,2470.75666,Male,White,Hispanic,Other,15-17,Never married
4361,2012,2447.18102,Female,White,Non-Hispanic,Non-Hispanic White,35-49,Divorced
4362,2012,3507.835,Male,White,Hispanic,Other,35-49,Divorced
4363,2012,3507.835,Male,White,Hispanic,Other,35-49,Divorced
4364,2012,3690.45879,Male,Other,Non-Hispanic,Non-Hispanic,12-14,Never married
4365,2012,3690.45879,Male,Other,Non-Hispanic,Non-Hispanic,12-14,Never married
4366,2012,1726.5308300000004,Female,White,Hispanic,Other,21-24,Never married
4367,2012,1649.55702,Female,White,Hispanic,Other,25-34,Divorced
4368,2012,3187.70608,Male,White,Hispanic,Other,50-64,Married
4369,2012,3625.8975,Male,White,Non-Hispanic,Non-Hispanic White,15-17,Never married
4370,2012,2201.37638,Female,White,Hispanic,Other,21-24,Never married
4371,2012,2558.65632,Male,White,Non-Hispanic,Non-Hispanic White,50-64,Married
4372,2012,4081.0872,Female,White,Non-Hispanic,Non-Hispanic White,21-24,Never married
4373,2012,4214.19599,Male,White,Non-Hispanic,Non-Hispanic White,21-24,Never married
4374,2012,1924.87087,Female,White,Non-Hispanic,Non-Hispanic White,50-64,Married
4375,2012,2969.37186,Male,White,Non-Hispanic,Non-Hispanic White,25-34,Never married
4376,2012,3917.24698,Male,White,Non-Hispanic,Non-Hispanic White,18-20,Never married
4377,2012,3917.24698,Male,White,Non-Hispanic,Non-Hispanic White,18-20,Never married
4378,2012,3010.15233,Female,White,Non-Hispanic,Non-Hispanic White,50-64,Widowed
4379,2012,2828.88209,Female,White,Non-Hispanic,Non-Hispanic White,25-34,Separated
4380,2012,3656.1995,Female,Black,Non-Hispanic,Non-Hispanic Black,15-17,Never married
4381,2012,2752.66227,Male,White,Non-Hispanic,Non-Hispanic White,65+,Widowed
4382,2012,3737.70848,Male,Other,Non-Hispanic,Non-Hispanic,25-34,Never married
4383,2012,4194.78434,Female,White,Non-Hispanic,Non-Hispanic White,21-24,Never married
4384,2012,6994.48201,Male,White,Non-Hispanic,Non-Hispanic White,12-14,Never married
4385,2012,2722.22145,Male,Other,Non-Hispanic,Non-Hispanic,65+,Married
4386,2012,3320.81687,Male,White,Non-Hispanic,Non-Hispanic White,21-24,Married
4387,2012,3052.07007,Male,White,Non-Hispanic,Non-Hispanic White,50-64,Married
4388,2012,4065.59644,Male,Other,Hispanic,Other,15-17,Never married
4389,2012,2821.24251,Female,White,Non-Hispanic,Non-Hispanic White,50-64,Never married
4390,2012,3355.53951,Female,White,Non-Hispanic,Non-Hispanic White,50-64,Widowed
4391,2012,3407.7784799999995,Male,White,Non-Hispanic,Non-Hispanic White,18-20,Never married
4392,2012,2660.9903,Female,White,Non-Hispanic,Non-Hispanic White,50-64,Divorced
4393,2012,2660.9903,Female,White,Non-Hispanic,Non-Hispanic White,50-64,Divorced
4394,2012,3160.82322,Female,White,Non-Hispanic,Non-Hispanic White,35-49,Never married
4395,2012,2241.19475,Female,White,Non-Hispanic,Non-Hispanic White,15-17,Never married
4396,2012,2222.57939,Male,White,Non-Hispanic,Non-Hispanic White,12-14,Never married
4397,2012,2222.57939,Male,White,Non-Hispanic,Non-Hispanic White,12-14,Never married
4398,2012,2820.90657,Female,White,Non-Hispanic,Non-Hispanic White,35-49,Divorced
4399,2012,2684.73646,Male,White,Non-Hispanic,Non-Hispanic White,65+,Married
4400,2012,4278.39055,Female,Black,Non-Hispanic,Non-Hispanic Black,25-34,Never married
4401,2012,4278.39055,Female,Black,Non-Hispanic,Non-Hispanic Black,25-34,Never married
4402,2012,21627.90216,Male,Other,Non-Hispanic,Non-Hispanic,35-49,Married
4403,2012,3763.48239,Female,White,Hispanic,Other,15-17,Never married
4404,2012,1801.4554,Female,White,Hispanic,Other,50-64,Separated
4405,2012,4235.93304,Female,White,Non-Hispanic,Non-Hispanic White,18-20,Never married
4406,2012,3947.57063,Male,White,Hispanic,Other,15-17,Never married
4407,2012,2699.5935,Male,White,Non-Hispanic,Non-Hispanic White,50-64,Never married
4408,2012,3688.39787,Female,White,Non-Hispanic,Non-Hispanic White,12-14,Never married
4409,2012,3218.68952,Male,White,Non-Hispanic,Non-Hispanic White,25-34,Married
4410,2012,3433.60276,Male,White,Non-Hispanic,Non-Hispanic White,35-49,Married
4411,2012,3082.86254,Male,White,Non-Hispanic,Non-Hispanic White,50-64,Married
4412,2012,2461.50329,Male,White,Hispanic,Other,35-49,Separated
4413,2012,3079.64809,Male,White,Non-Hispanic,Non-Hispanic White,25-34,Never married
4414,2012,4454.55138,Male,White,Hispanic,Other,12-14,Never married
4415,2012,6011.38595,Male,White,Non-Hispanic,Non-Hispanic White,18-20,Never married
4416,2012,6011.38595,Male,White,Non-Hispanic,Non-Hispanic White,18-20,Never married
4417,2012,6011.38595,Male,White,Non-Hispanic,Non-Hispanic White,18-20,Never married
4418,2012,6011.38595,Male,White,Non-Hispanic,Non-Hispanic White,18-20,Never married
4419,2012,3939.0342200000014,Female,White,Non-Hispanic,Non-Hispanic White,15-17,Never married
4420,2012,5198.99683,Female,White,Non-Hispanic,Non-Hispanic White,21-24,Never married
4421,2012,2622.81562,Male,White,Non-Hispanic,Non-Hispanic White,65+,Married
4422,2012,2622.81562,Male,White,Non-Hispanic,Non-Hispanic White,65+,Married
4423,2012,3293.79119,Female,White,Non-Hispanic,Non-Hispanic White,21-24,Never married
4424,2012,4586.05409,Female,White,Hispanic,Other,21-24,Never married
4425,2012,2104.49339,Male,White,Non-Hispanic,Non-Hispanic White,12-14,Never married
4426,2012,3257.47757,Female,White,Hispanic,Other,25-34,Never married
4427,2012,2234.22395,Male,White,Non-Hispanic,Non-Hispanic White,21-24,Never married
4428,2012,3364.82698,Female,White,Non-Hispanic,Non-Hispanic White,25-34,Separated
4429,2012,3364.82698,Female,White,Non-Hispanic,Non-Hispanic White,25-34,Separated
4430,2012,2801.43568,Female,White,Non-Hispanic,Non-Hispanic White,50-64,Separated
4431,2012,3599.5842700000007,Female,White,Non-Hispanic,Non-Hispanic White,35-49,Married
4432,2012,2953.94194,Male,Other,Non-Hispanic,Non-Hispanic,35-49,Married
4433,2012,4000.51507,Female,Black,Non-Hispanic,Non-Hispanic Black,25-34,Divorced
4434,2012,2934.80669,Female,White,Non-Hispanic,Non-Hispanic White,35-49,Married
4435,2012,2934.80669,Female,White,Non-Hispanic,Non-Hispanic White,35-49,Married
4436,2012,2934.80669,Female,White,Non-Hispanic,Non-Hispanic White,35-49,Married
4437,2012,4275.00333,Female,Other,Non-Hispanic,Non-Hispanic,25-34,Divorced
4438,2012,4275.00333,Female,Other,Non-Hispanic,Non-Hispanic,25-34,Divorced
4439,2012,4275.00333,Female,Other,Non-Hispanic,Non-Hispanic,25-34,Divorced
4440,2012,38506.9275,Male,White,Non-Hispanic,Non-Hispanic White,25-34,Divorced
4441,2012,4360.44568,Male,White,Hispanic,Other,35-49,Never married
4442,2012,3230.95117,Male,White,Hispanic,Other,35-49,Married
4443,2012,3287.8532,Female,White,Hispanic,Other,21-24,Never married
4444,2012,3829.51777,Male,Other,Hispanic,Other,25-34,Married
4445,2012,3415.0018200000004,Female,White,Non-Hispanic,Non-Hispanic White,18-20,Never married
4446,2012,3773.6255200000014,Male,White,Hispanic,Other,15-17,Never married
4447,2012,3029.25911,Female,White,Hispanic,Other,35-49,Separated
4448,2012,3220.763110000001,Female,White,Non-Hispanic,Non-Hispanic White,25-34,Married
4449,2012,3579.5095200000005,Male,White,Non-Hispanic,Non-Hispanic White,50-64,Never married
4450,2012,2054.96048,Female,White,Non-Hispanic,Non-Hispanic White,25-34,Separated
4451,2012,3965.50092,Female,Other,Non-Hispanic,Non-Hispanic,35-49,Never married
4452,2012,3313.73103,Male,White,Non-Hispanic,Non-Hispanic White,35-49,Married
4453,2012,2799.49533,Male,White,Non-Hispanic,Non-Hispanic White,25-34,Married
4454,2012,4164.86513,Male,White,Non-Hispanic,Non-Hispanic White,35-49,Never married
4455,2012,2188.19076,Female,White,Non-Hispanic,Non-Hispanic White,50-64,Married
4456,2012,4162.54992,Male,White,Non-Hispanic,Non-Hispanic White,25-34,Never married
4457,2012,2564.8523800000007,Female,White,Non-Hispanic,Non-Hispanic White,50-64,Married
4458,2012,4189.83158,Male,White,Non-Hispanic,Non-Hispanic White,25-34,Never married
4459,2012,2577.79305,Male,White,Non-Hispanic,Non-Hispanic White,50-64,Divorced
4460,2012,3078.35761,Male,White,Non-Hispanic,Non-Hispanic White,35-49,Divorced
4461,2012,2601.84644,Female,White,Non-Hispanic,Non-Hispanic White,35-49,Married
4462,2012,5654.29277,Male,White,Non-Hispanic,Non-Hispanic White,18-20,Never married
4463,2012,6011.38595,Male,White,Non-Hispanic,Non-Hispanic White,18-20,Never married
4464,2012,2575.47315,Female,White,Non-Hispanic,Non-Hispanic White,50-64,Divorced
4465,2012,3949.57829,Female,White,Hispanic,Other,21-24,Married
4466,2012,3662.81376,Female,White,Non-Hispanic,Non-Hispanic White,25-34,Never married
4467,2012,3860.06583,Male,Black,Non-Hispanic,Non-Hispanic Black,12-14,Never married
4468,2012,2804.06989,Female,White,Non-Hispanic,Non-Hispanic White,35-49,Divorced
4469,2012,2804.06989,Female,White,Non-Hispanic,Non-Hispanic White,35-49,Divorced
4470,2012,2665.39524,Male,White,Hispanic,Other,50-64,Married
4471,2012,4565.785,Female,White,Non-Hispanic,Non-Hispanic White,18-20,88
4472,2012,3309.72392,Male,Other,Hispanic,Other,21-24,Never married
4473,2012,3201.43107,Female,White,Non-Hispanic,Non-Hispanic White,18-20,Never married
4474,2012,2833.4271,Female,White,Non-Hispanic,Non-Hispanic White,50-64,Separated
4475,2012,4604.27124,Female,White,Non-Hispanic,Non-Hispanic White,18-20,Never married
4476,2012,1694.98654,Female,White,Non-Hispanic,Non-Hispanic White,50-64,Divorced
4477,2012,1830.85718,Female,White,Non-Hispanic,Non-Hispanic White,25-34,Married
4478,2012,2726.22697,Female,Black,Non-Hispanic,Non-Hispanic Black,35-49,Separated
4479,2012,2726.22697,Female,Black,Non-Hispanic,Non-Hispanic Black,35-49,Separated
4480,2012,3639.8316,Female,White,Non-Hispanic,Non-Hispanic White,12-14,Never married
4481,2012,2481.42584,Female,White,Non-Hispanic,Non-Hispanic White,18-20,Never married
4482,2012,2727.2028800000007,Female,White,Non-Hispanic,Non-Hispanic White,50-64,Never married
4483,2012,17459.412119999994,Female,White,Non-Hispanic,Non-Hispanic White,25-34,Divorced
4484,2012,2314.74073,Male,Other,Hispanic,Other,25-34,Divorced
4485,2012,2684.64176,Female,White,Non-Hispanic,Non-Hispanic White,50-64,Married
4486,2012,2684.64176,Female,White,Non-Hispanic,Non-Hispanic White,50-64,Married
4487,2012,1721.13359,Female,Other,Non-Hispanic,Non-Hispanic,35-49,Married
4488,2012,2235.69289,Male,White,Non-Hispanic,Non-Hispanic White,12-14,Never married
4489,2012,5780.065729999998,Male,Black,Non-Hispanic,Non-Hispanic Black,12-14,Never married
4490,2012,21110.4267,Male,White,Non-Hispanic,Non-Hispanic White,35-49,Married
